row_index,parse_ok,length,finite_count,nonfinite_count,min,max,mean,split
325,True,2151,2151,0,0.05,0.95,0.5740097629009763,original
326,True,2151,2151,0,0.07,0.955,0.5470678754067875,original
327,True,2151,2151,0,0.048,0.928,0.5266438865643888,original
328,True,2151,2151,0,0.115,0.913,0.5694053928405394,original
329,True,2151,2151,0,0.054,0.953,0.5707568572756857,original
330,True,2151,2151,0,0.074,0.965,0.6049321245932126,original
331,True,2151,2151,0,0.063,0.969,0.5700571827057183,original
332,True,2151,2151,0,0.069,0.878,0.5219232914923292,original
333,True,2151,2151,0,0.063,0.98,0.6041125058112505,original
334,True,2151,2151,0,0.044,0.957,0.5721557415155741,original
335,True,2151,2151,0,0.049,0.948,0.5403663412366341,original
336,True,2151,2151,0,0.053,0.931,0.5631682938168294,original
337,True,2151,2151,0,0.084,0.916,0.5535062761506276,original
338,True,2151,2151,0,0.07,0.99,0.5762845188284519,original
339,True,2151,2151,0,0.061,0.938,0.5485006973500698,original
340,True,2151,2151,0,0.079,0.995,0.631679218967922,original
341,True,2151,2151,0,0.071,0.983,0.6099753602975361,original
342,True,2151,2151,0,0.081,1.012,0.6252691771269177,original
343,True,2151,2151,0,0.054,0.955,0.5925183635518364,original
344,True,2151,2151,0,0.067,1.012,0.6334444444444445,original
345,True,2151,2151,0,0.096,0.91,0.5518205485820548,original
346,True,2151,2151,0,0.065,0.933,0.5465011622501161,original
347,True,2151,2151,0,0.063,0.934,0.53943840074384,original
348,True,2151,2151,0,0.064,0.926,0.5478344955834494,original
349,True,2151,2151,0,0.113,0.935,0.5720139470013947,original
350,True,2151,2151,0,0.066,0.927,0.5473589028358903,original
351,True,2151,2151,0,0.081,1.004,0.6392468619246862,original
352,True,2151,2151,0,0.072,1.021,0.5947503486750348,original
353,True,2151,2151,0,0.043,0.941,0.5494430497443049,original
354,True,2151,2151,0,0.055,0.916,0.53746490004649,original
355,True,2151,2151,0,0.113,0.949,0.5878117154811716,original
356,True,2151,2151,0,0.05,0.969,0.5621687587168759,original
357,True,2151,2151,0,0.059,0.94,0.6042617387261738,original
358,True,2151,2151,0,0.047,0.953,0.5761729428172944,original
359,True,2151,2151,0,0.043,0.941,0.5494430497443049,original
360,True,2151,2151,0,0.063,0.938,0.547564388656439,original
361,True,2151,2151,0,0.055,0.916,0.53746490004649,original
362,True,2151,2151,0,0.113,0.949,0.5878117154811716,original
363,True,2151,2151,0,0.05,0.969,0.5621687587168759,original
364,True,2151,2151,0,0.059,0.94,0.6042617387261738,original
0,True,2151,2151,0,0.04,1.076,0.44416782891678286,balanced
4,True,2151,2151,0,0.05,1.04,0.45248210134821015,balanced
6,True,2151,2151,0,0.03,0.923,0.42142398884239884,balanced
7,True,2151,2151,0,0.034,0.946,0.4031352859135286,balanced
8,True,2151,2151,0,0.049,0.955,0.45080195258019523,balanced
9,True,2151,2151,0,0.035,0.972,0.43135006973500695,balanced
13,True,2151,2151,0,0.046,1.001,0.4400804277080428,balanced
14,True,2151,2151,0,0.038,1.032,0.437882380288238,balanced
15,True,2151,2151,0,0.027,1.028,0.43083589028358904,balanced
18,True,2151,2151,0,0.04,0.93,0.4209595536959554,balanced
20,True,2151,2151,0,0.038,0.921,0.39765736866573687,balanced
22,True,2151,2151,0,0.036,0.919,0.411787540678754,balanced
23,True,2151,2151,0,0.047,0.904,0.4115746164574617,balanced
24,True,2151,2151,0,0.042,0.924,0.42106834030683404,balanced
27,True,2151,2151,0,0.047,0.897,0.41681682938168296,balanced
28,True,2151,2151,0,0.051,0.951,0.4160934449093445,balanced
31,True,2151,2151,0,0.042,0.918,0.3971143654114365,balanced
32,True,2151,2151,0,0.044,0.95,0.42929986052998603,balanced
33,True,2151,2151,0,0.059,0.954,0.45537331473733145,balanced
34,True,2151,2151,0,0.031,0.951,0.41002789400278944,balanced
38,True,2151,2151,0,0.034,0.905,0.3932212924221292,balanced
42,True,2151,2151,0,0.044,0.954,0.42472849837284976,balanced
43,True,2151,2151,0,0.032,0.941,0.40200464900046484,balanced
44,True,2151,2151,0,0.039,0.971,0.4205188284518828,balanced
49,True,2151,2151,0,0.039,0.98,0.4349841933984193,balanced
50,True,2151,2151,0,0.046,0.995,0.46938679683867973,balanced
51,True,2151,2151,0,0.038,0.963,0.43335332403533244,balanced
52,True,2151,2151,0,0.049,0.998,0.47000371920037187,balanced
53,True,2151,2151,0,0.043,0.889,0.38341841004184096,balanced
54,True,2151,2151,0,0.042,0.936,0.4142352394235239,balanced
61,True,2151,2151,0,0.039,1.029,0.4352105997210599,balanced
65,True,2151,2151,0,0.035,0.98,0.4424602510460251,balanced
66,True,2151,2151,0,0.037,0.954,0.42054672245467223,balanced
69,True,2151,2151,0,0.027,0.968,0.41632728963272897,balanced
71,True,2151,2151,0,0.037,0.961,0.4061841004184101,balanced
72,True,2151,2151,0,0.035,0.98,0.4424602510460251,balanced
77,True,2151,2151,0,0.055,1.022,0.47032589493258947,balanced
78,True,2151,2151,0,0.06,1.034,0.46858856345885636,balanced
79,True,2151,2151,0,0.043,0.912,0.43122640632264064,balanced
80,True,2151,2151,0,0.036,0.967,0.4395941422594141,balanced
82,True,2151,2151,0,0.055,0.961,0.4544328219432822,balanced
90,True,2151,2151,0,0.041,0.975,0.43653742445374244,balanced
99,True,2151,2151,0,0.058,0.931,0.4258568107856811,balanced
103,True,2151,2151,0,0.055,0.945,0.4410887959088796,balanced
105,True,2151,2151,0,0.057,0.957,0.45286378428637836,balanced
106,True,2151,2151,0,0.05,0.982,0.47691445839144586,balanced
107,True,2151,2151,0,0.045,0.967,0.4185323105532311,balanced
