stage,n_samples,spectral_index_retained,wavelength_nm,mean_reflectance,std_reflectance,smoothed_reflectance,first_derivative,second_derivative
Fresh,100,113,513.0,0.06627000123262405,0.024954698979854584,0.06668831997914595,0.001306560856206014,0.00012582319882152235
Fresh,100,114,514.0,0.06756999343633652,0.0248962864279747,0.06805842500174113,0.0014349382300264946,0.00012790570032750886
Fresh,100,115,515.0,0.06900998950004578,0.02491324581205845,0.06955819643919894,0.0015623722568610318,0.00012522492253005252
Fresh,100,116,516.0,0.07062998414039612,0.02488037571310997,0.07118316951546319,0.0016853880750865996,0.00011820569628787081
Fresh,100,117,517.0,0.07228001952171326,0.024811720475554466,0.07292897258937214,0.0017987836494367734,0.00010629029508872623
Fresh,100,118,518.0,0.07412998378276825,0.02487756311893463,0.07478073681433674,0.001897968665264052,9.31890033443808e-05
Fresh,100,119,519.0,0.07613998651504517,0.02480202540755272,0.07672490991990025,0.001985161656125535,8.202550023197336e-05
Fresh,100,120,520.0,0.07825001329183578,0.024774733930826187,0.07875106012658781,0.0020620196657279988,6.917015666236051e-05
Fresh,100,121,521.0,0.08048997819423676,0.02467772178351879,0.08084894925135624,0.002123501969450256,4.963086288324592e-05
Fresh,100,122,522.0,0.0828000158071518,0.02468724548816681,0.08299806406548832,0.0021612813914944906,2.729896158778361e-05
Fresh,100,123,523.0,0.0851300060749054,0.02464453876018524,0.08517151203434523,0.0021780998926258233,7.795023032431542e-06
Fresh,100,124,524.0,0.08744999021291733,0.024663081392645836,0.08735426385073997,0.0021768714375593537,-1.2542764157196656e-05
Fresh,100,125,525.0,0.08979999274015427,0.02460162527859211,0.08952525490946393,0.00215301436431143,-3.5099420364614886e-05
Fresh,100,126,526.0,0.09203999489545822,0.024572715163230896,0.09166029257936283,0.002106672596830124,-5.612092574633701e-05
Fresh,100,127,527.0,0.09414999186992645,0.024586329236626625,0.09373860010312418,0.002040772512818756,-7.417430749543513e-05
Fresh,100,128,528.0,0.09630002081394196,0.024487750604748726,0.09574183760500034,0.0019583239818392537,-9.131739521601664e-05
Fresh,100,129,529.0,0.09824002534151077,0.024563027545809746,0.09765524806680269,0.0018581377223867226,-0.00010646221333705103
Fresh,100,130,530.0,0.10005999356508255,0.02454213611781597,0.09945811304977378,0.0017453995551651516,-0.00011567488355666497
Fresh,100,131,531.0,0.10175003856420517,0.024520348757505417,0.10114604717713299,0.0016267879552733927,-0.00012319420647699877
Fresh,100,132,532.0,0.1032399833202362,0.024595171213150024,0.10271168896032057,0.001499011142211154,-0.00013038002324483947
