source,row,parse_ok,length,finite_count,nonfinite_count,min,max,mean
train,49,True,2151,2151,0,0.02199999988079071,0.9380000233650208,0.37774014472961426
train,50,True,2151,2151,0,0.03500000014901161,0.9319999814033508,0.40397629141807556
train,51,True,2151,2151,0,0.017000000923871994,0.9539999961853027,0.38432079553604126
train,52,True,2151,2151,0,0.032999999821186066,0.9409999847412109,0.3958489000797272
train,53,True,2151,2151,0,0.023000000044703484,0.9580000042915344,0.3904867470264435
train,54,True,2151,2151,0,0.02500000037252903,0.9110000133514404,0.3718252182006836
train,55,True,2151,2151,0,0.03200000151991844,0.968999981880188,0.3968135714530945
train,56,True,2151,2151,0,0.04699999839067459,0.9940000176429749,0.40691816806793213
train,57,True,2151,2151,0,0.028999999165534973,0.9629999995231628,0.4090422987937927
train,58,True,2151,2151,0,0.028999999165534973,0.9710000157356262,0.39873409271240234
train,59,True,2151,2151,0,0.01899999938905239,0.9769999980926514,0.3863491415977478
train,60,True,2151,2151,0,0.03200000151991844,0.9539999961853027,0.38411808013916016
train,61,True,2151,2151,0,0.028999999165534973,0.8349999785423279,0.350165992975235
train,62,True,2151,2151,0,0.03200000151991844,0.8700000047683716,0.36364251375198364
train,63,True,2151,2151,0,0.04500000178813934,0.8980000019073486,0.3882524371147156
train,64,True,2151,2151,0,0.07000000029802322,0.9290000200271606,0.4241487681865692
train,65,True,2151,2151,0,0.041999999433755875,0.8880000114440918,0.38553881645202637
train,66,True,2151,2151,0,0.07000000029802322,0.9390000104904175,0.4229409396648407
train,67,True,2151,2151,0,0.052000001072883606,0.9200000166893005,0.4017150104045868
train,68,True,2151,2151,0,0.05299999937415123,0.8970000147819519,0.39291074872016907
train,69,True,2151,2151,0,0.07000000029802322,0.9419999718666077,0.42464855313301086
train,70,True,2151,2151,0,0.03200000151991844,0.8970000147819519,0.38333940505981445
train,71,True,2151,2151,0,0.052000001072883606,0.925000011920929,0.40196794271469116
train,72,True,2151,2151,0,0.057999998331069946,0.8690000176429749,0.38101303577423096
train,73,True,2151,2151,0,0.03999999910593033,0.8820000290870667,0.37594789266586304
train,74,True,2151,2151,0,0.03099999949336052,0.8830000162124634,0.36550021171569824
train,75,True,2151,2151,0,0.16300000250339508,0.8830000162124634,0.4675527513027191
train,76,True,2151,2151,0,0.057999998331069946,0.9150000214576721,0.4095155894756317
train,77,True,2151,2151,0,0.05700000002980232,0.8769999742507935,0.3895946443080902
train,78,True,2151,2151,0,0.04899999871850014,0.972000002861023,0.44522130489349365
train,79,True,2151,2151,0,0.04899999871850014,0.9539999961853027,0.43441981077194214
train,80,True,2151,2151,0,0.035999998450279236,0.8820000290870667,0.38487401604652405
train,81,True,2151,2151,0,0.054999999701976776,0.8600000143051147,0.40246397256851196
train,82,True,2151,2151,0,0.03700000047683716,0.7889999747276306,0.34643611311912537
train,83,True,2151,2151,0,0.04899999871850014,0.8209999799728394,0.3761138916015625
train,84,True,2151,2151,0,0.04800000041723251,0.824999988079071,0.3857893645763397
train,85,True,2151,2151,0,0.050999999046325684,0.8080000281333923,0.37676477432250977
train,86,True,2151,2151,0,0.06400000303983688,0.9279999732971191,0.4291808307170868
train,87,True,2151,2151,0,0.05900000035762787,0.8399999737739563,0.3866680860519409
train,88,True,2151,2151,0,0.0689999982714653,0.9089999794960022,0.4378823935985565
train,89,True,2151,2151,0,0.04899999871850014,0.8880000114440918,0.3968270421028137
train,90,True,2151,2151,0,0.04800000041723251,0.8740000128746033,0.4028586745262146
train,91,True,2151,2151,0,0.04899999871850014,0.8650000095367432,0.38332125544548035
train,92,True,2151,2151,0,0.04600000008940697,0.8840000033378601,0.3956666588783264
train,93,True,2151,2151,0,0.06300000101327896,0.8659999966621399,0.3965030312538147
train,94,True,2151,2151,0,0.05000000074505806,0.7770000100135803,0.3626076281070709
train,95,True,2151,2151,0,0.03999999910593033,0.8090000152587891,0.35624828934669495
train,96,True,2151,2151,0,0.06400000303983688,0.8399999737739563,0.38904693722724915
train,97,True,2151,2151,0,0.054999999701976776,0.8339999914169312,0.39531567692756653
train,98,True,2151,2151,0,0.07199999690055847,0.8619999885559082,0.4138130843639374
train,99,True,2151,2151,0,0.11299999803304672,0.8230000138282776,0.4247201383113861
train,100,True,2151,2151,0,0.04699999839067459,0.9419999718666077,0.4298800528049469
train,101,True,2151,2151,0,0.03999999910593033,0.9549999833106995,0.43121105432510376
train,102,True,2151,2151,0,0.054999999701976776,0.9359999895095825,0.43468666076660156
train,103,True,2151,2151,0,0.03200000151991844,0.9290000200271606,0.4179655909538269
train,104,True,2151,2151,0,0.052000001072883606,0.9610000252723694,0.4472975432872772
train,105,True,2151,2151,0,0.050999999046325684,0.8690000176429749,0.38326218724250793
train,106,True,2151,2151,0,0.032999999821186066,0.9710000157356262,0.4384016692638397
train,107,True,2151,2151,0,0.039000000804662704,0.9290000200271606,0.4361673891544342
train,108,True,2151,2151,0,0.05400000140070915,0.9409999847412109,0.43491309881210327
