stage,spectral_index_retained,wavelength_nm,mean_reflectance,smoothed_reflectance,first_derivative,second_derivative,abs_second_derivative
Fresh,160,560.0,0.23301059007644653,0.2328936831481406,-0.002227078947334704,-0.00025260919155601497,0.00025260919155601497
Fresh,161,561.0,0.2305106520652771,0.23054119396382483,-0.0024728769562110814,-0.0002358787527236353,0.0002358787527236353
Fresh,162,562.0,0.22792558372020721,0.22794792923571844,-0.0026988364527819747,-0.00021143791567434372,0.00021143791567434372
Fresh,163,563.0,0.22517019510269165,0.22514352105826088,-0.002895752787559769,-0.00018282508009881404,0.00018282508009881404
Fresh,164,564.0,0.2223297655582428,0.2221564236605989,-0.003064486612979603,-0.00015557351585153423,0.00015557351585153423
Fresh,165,565.0,0.2193085104227066,0.21901454783230168,-0.0032068998192628373,-0.00012537875829687212,0.00012537875829687212
Fresh,166,566.0,0.2161276638507843,0.21574262402207323,-0.003315244129573347,-9.147991962253632e-05,9.147991962253632e-05
Fresh,167,567.0,0.21282976865768433,0.21238405957315498,-0.00338985965850791,-6.165392286242716e-05,6.165392286242716e-05
Fresh,168,568.0,0.20925527811050415,0.2089629047050574,-0.0034385519752982013,-3.3716697632704684e-05,3.3716697632704684e-05
Fresh,169,569.0,0.20567019283771515,0.20550695562255858,-0.0034572930537733193,-6.146348138121038e-06,6.146348138121038e-06
Fresh,170,570.0,0.20193620026111603,0.20204831859751077,-0.0034508446715744434,1.6421218265075255e-05,1.6421218265075255e-05
Fresh,171,571.0,0.19836178421974182,0.1986052662794097,-0.003424450617243169,3.6050710856862234e-05,3.6050710856862234e-05
Fresh,172,572.0,0.19472342729568481,0.19519941736302443,-0.003378743249860719,5.397800910292294e-05,5.397800910292294e-05
Fresh,173,573.0,0.1912127286195755,0.19184777977968825,-0.003316494599037323,6.803582431946786e-05,6.803582431946786e-05
Fresh,174,574.0,0.18780852854251862,0.18856642816494978,-0.0032426716012217832,8.162790441345463e-05,8.162790441345463e-05
Fresh,175,575.0,0.1846170872449875,0.1853624365772447,-0.0031532387902104136,9.627615045411375e-05,9.627615045411375e-05
Fresh,176,576.0,0.18146811425685883,0.18225995058452896,-0.0030501193003135557,0.0001098120166746902,0.0001098120166746902
Fresh,177,577.0,0.17863829433918,0.17926219797661758,-0.0029336147568610332,0.00012302280130840892,0.00012302280130840892
Fresh,178,578.0,0.17580845952033997,0.1763927210708069,-0.002804073697696738,0.0001346302163264465,0.0001346302163264465
Fresh,179,579.0,0.17322339117527008,0.1736540505812241,-0.0026643543242081402,0.00014653403885696997,0.00014653403885696997
Fresh,180,580.0,0.1707446575164795,0.1710640124223906,-0.002511005619982798,0.0001566183371609839,0.0001566183371609839
Fresh,181,581.0,0.16851060092449188,0.1686320393412585,-0.0023511176498861724,0.00016065665430976817,0.00016065665430976817
Fresh,182,582.0,0.16619151830673218,0.16636177712261827,-0.0021896923113632616,0.00016169005714671697,0.00016169005714671697
Fresh,183,583.0,0.16422343254089355,0.16425265471853198,-0.0020277375355927385,0.00016101422491840434,0.00016101422491840434
Fresh,184,584.0,0.16238300502300262,0.1623063020514328,-0.001867663861526453,0.00015590011708861706,0.00015590011708861706
Fresh,185,585.0,0.1604575216770172,0.16051732699547908,-0.0017159373014155044,0.00014959444338129985,0.00014959444338129985
Fresh,186,586.0,0.15877658128738403,0.15887442744860178,-0.0015684749747638532,0.00014360407373940204,0.00014360407373940204
Fresh,187,587.0,0.15721280872821808,0.15738037704595137,-0.0014287291539367003,0.00013330994541742303,0.00013330994541742303
Fresh,188,588.0,0.1557021290063858,0.15601696914072838,-0.0013018550839290072,0.00012283991136629452,0.00012283991136629452
Fresh,189,589.0,0.15439362823963165,0.15477666687809336,-0.0011830493312041113,0.00011357495090165426,0.00011357495090165426
Fresh,190,590.0,0.15322336554527283,0.15365087047832016,-0.0010747051821256987,9.978902687712843e-05,9.978902687712843e-05
Fresh,191,591.0,0.15204255282878876,0.15262725651384196,-0.0009834712774498544,8.46934706252786e-05,8.46934706252786e-05
Fresh,192,592.0,0.1511489301919937,0.15168392792342045,-0.0009053182408751415,6.994044707499952e-05,6.994044707499952e-05
Fresh,193,593.0,0.15022340416908264,0.15081662003209167,-0.0008435903832998554,5.041765547677407e-05,5.041765547677407e-05
Fresh,194,594.0,0.14957448840141296,0.14999674715682074,-0.0008044829299215933,2.983649492876994e-05,2.983649492876994e-05
Fresh,195,595.0,0.1489361673593521,0.1492076541722485,-0.0007839173934423155,1.139734993269026e-05,1.139734993269026e-05
Fresh,196,596.0,0.14829786121845245,0.1484289123699361,-0.0007816882300562128,-9.094359949689268e-06,9.094359949689268e-06
Fresh,197,597.0,0.1477021425962448,0.14764427771213606,-0.000802106113341694,-3.0835476407385654e-05,3.0835476407385654e-05
Fresh,198,598.0,0.14720216393470764,0.14682470014325272,-0.0008433591828709841,-4.627539203007347e-05,4.627539203007347e-05
Fresh,199,599.0,0.1464468091726303,0.1459575593463941,-0.000894656897401841,-6.028128410599104e-05,6.028128410599104e-05
Fresh,200,600.0,0.14570213854312897,0.14503538634844904,-0.0009639217510829662,-7.884720292716807e-05,7.884720292716807e-05
Fresh,201,601.0,0.14485105872154236,0.14402971584422816,-0.001052351303256177,-9.368533932146289e-05,9.368533932146289e-05
Fresh,202,602.0,0.1438084989786148,0.14293068374193668,-0.001151292429725892,-0.00010398140129853212,0.00010398140129853212
Fresh,203,603.0,0.14270208775997162,0.14172713098477638,-0.0012603141058532413,-0.00011101278709694379,0.00011101278709694379
Fresh,204,604.0,0.14142553508281708,0.1404100555302302,-0.0013733180039197795,-0.00011118622160509462,0.00011118622160509462
Fresh,205,605.0,0.13990424573421478,0.13898049497693682,-0.0014826865490634306,-0.00010811001878347631,0.00010811001878347631
Fresh,206,606.0,0.1382765918970108,0.13744468243210334,-0.0015895380414867322,-0.00010258614540775007,0.00010258614540775007
Fresh,207,607.0,0.13654255867004395,0.13580141889396335,-0.0016878588398789307,-9.234941439525968e-05,9.234941439525968e-05
Fresh,208,608.0,0.13459573686122894,0.13406896475234548,-0.0017742368702772515,-7.791287759301851e-05,7.791287759301851e-05
Fresh,209,609.0,0.1326063573360443,0.13225294515340885,-0.0018436845950649677,-5.7519981892829863e-05,5.7519981892829863e-05
Fresh,210,610.0,0.13058510422706604,0.13038159556221554,-0.0018892768340629112,-3.574513421043812e-05,3.574513421043812e-05
Fresh,211,611.0,0.12849999964237213,0.12847439148528303,-0.001915174863485844,-1.5651148322276542e-05,1.5651148322276542e-05
Fresh,212,612.0,0.12644679844379425,0.12655124583524385,-0.0019205791307074643,8.032741118334935e-06,8.032741118334935e-06
Fresh,213,613.0,0.12438298016786575,0.1246332332238681,-0.0018991093812491741,3.465417980097474e-05,3.465417980097474e-05
Fresh,214,614.0,0.12246804684400558,0.1227530270727455,-0.0018512707711055149,5.856975581541857e-05,5.856975581541857e-05
Fresh,215,615.0,0.12045745551586151,0.12093069168165707,-0.001781969869618337,8.001466083845318e-05,8.001466083845318e-05
Fresh,216,616.0,0.11858510226011276,0.11918908733350883,-0.0016912414494286085,0.00010074834827255089,0.00010074834827255089
Fresh,217,617.0,0.11687234044075012,0.11754820878279985,-0.0015804731730732352,0.00011982830121339688,0.00011982830121339688
Fresh,218,618.0,0.11532977968454361,0.11602814098736236,-0.0014515848470018147,0.00013519691645989818,0.00013519691645989818
Fresh,219,619.0,0.11392553150653839,0.11464503908879622,-0.0013100793401534389,0.00014406821669497513,0.00014406821669497513
Fresh,220,620.0,0.11269151419401169,0.11340798230705548,-0.0011634484136118645,0.00014674106087477976,0.00014674106087477976
Fresh,221,621.0,0.11155316978693008,0.1123181422615725,-0.0010165972184038793,0.0001437616067315843,0.0001437616067315843
Fresh,222,622.0,0.11057444661855698,0.11137478787024772,-0.0008759252001486958,0.00013407679279010126,0.00013407679279010126
Fresh,223,623.0,0.10974471271038055,0.1105662918612751,-0.0007484436328236768,0.00011894045385772711,0.00011894045385772711
Fresh,224,624.0,0.10909575968980789,0.10987790060460037,-0.0006380442924332416,0.00010054049560805425,0.00010054049560805425
Fresh,225,625.0,0.10855318605899811,0.10929020327640862,-0.0005473626416075683,7.909118231855944e-05,7.909118231855944e-05
Fresh,226,626.0,0.10810638219118118,0.10878317532138523,-0.00047986192779612274,5.4941948404167024e-05,5.4941948404167024e-05
Fresh,227,627.0,0.10776596516370773,0.10833047942081638,-0.00043747874479923426,2.8110240835765854e-05,2.8110240835765854e-05
Fresh,228,628.0,0.10759574919939041,0.10790821783178677,-0.00042364144612459104,1.7828518344593924e-06,1.7828518344593924e-06
Fresh,229,629.0,0.10745742172002792,0.1074831965285672,-0.0004339130411303155,-2.387003905883478e-05,2.387003905883478e-05
Fresh,230,630.0,0.10721275955438614,0.10704039174952613,-0.0004713815242422606,-5.249627479251423e-05,5.249627479251423e-05
Fresh,231,631.0,0.1070106253027916,0.10654043348008267,-0.0005389055907153439,-8.00202468903416e-05,8.00202468903416e-05
Fresh,232,632.0,0.10676597058773041,0.10596258056809545,-0.0006314220180229438,-0.00010350718774072495,0.00010350718774072495
Fresh,233,633.0,0.10628725588321686,0.10527758944403678,-0.0007459199661967938,-0.0001221385183876357,0.0001221385183876357
Fresh,234,634.0,0.10567020624876022,0.10447074063570186,-0.0008756990547982152,-0.0001336463752202345,0.0001336463752202345
Fresh,235,635.0,0.10485105961561203,0.10352619133444035,-0.0010132127166372629,-0.00013924232876292436,0.00013924232876292436
Fresh,236,636.0,0.10376597195863724,0.10244431520242733,-0.001154183712324064,-0.00013920109063937647,0.00013920109063937647
Fresh,237,637.0,0.1024467796087265,0.10121782390979223,-0.0012916148979160158,-0.00013228573017323025,0.00013228573017323025
Fresh,238,638.0,0.10102128237485886,0.0998610854065953,-0.0014187551726705244,-0.00012052107072326596,0.00012052107072326596
Fresh,239,639.0,0.09932979941368103,0.09838031356445118,-0.0015326570393625477,-0.00010330774645698343,0.00010330774645698343
Fresh,240,640.0,0.09753191471099854,0.0967957713278702,-0.0016253706655844913,-8.219700343947353e-05,8.219700343947353e-05
Fresh,241,641.0,0.09559575468301773,0.0951295722332822,-0.0016970510462414948,-6.234613333389386e-05,6.234613333389386e-05
Fresh,242,642.0,0.09356383979320526,0.09340166923538722,-0.001750062932252279,-4.302744631887179e-05,4.302744631887179e-05
Fresh,243,643.0,0.09144681692123413,0.09162944636877764,-0.0017831059388792384,-2.234012045967959e-05,2.234012045967959e-05
Fresh,244,644.0,0.08939362317323685,0.08983545735762874,-0.0017947431731716382,-4.5464777864469286e-06,4.5464777864469286e-06
Fresh,245,645.0,0.08720213174819946,0.08803996002243436,-0.0017921988944521322,8.170926635076015e-06,8.170926635076015e-06
Fresh,246,646.0,0.08513829857110977,0.08625105956872448,-0.0017784013199014861,1.970987536433974e-05,1.970987536433974e-05
Fresh,247,647.0,0.08308509737253189,0.08448315738263139,-0.0017527791437234527,2.8707870786182088e-05,2.8707870786182088e-05
Fresh,248,648.0,0.08134041726589203,0.08274550128127757,-0.001720985578329122,3.388744355791243e-05,3.388744355791243e-05
Fresh,249,649.0,0.07974465191364288,0.08104118622597314,-0.0016850042566076279,3.926829115762781e-05,3.926829115762781e-05
Fresh,250,650.0,0.07840424031019211,0.07937549276806231,-0.0016424489960138663,4.173667108985438e-05,4.173667108985438e-05
